targetName,targetDomain,targetDefinition,conceptId,conceptName,vocabularyId,domainId,conceptClassId,status,goldStandard,notes
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",2110482,"Craniotomy with elevation of bone flap; for multiple subpial transections, with electrocorticography during surgery",CPT4,Procedure,CPT4,RECOMMENDED,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",2111099,"Excision of chalazion; under general anesthesia and/or requiring hospitalization, single or multiple",CPT4,Procedure,CPT4,RECOMMENDED,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",2750303,"Destruction of Left Hand Skin, Multiple, External Approach",ICD10PCS,Procedure,ICD10PCS,RECOMMENDED,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",2785817,Computerized Tomography (CT Scan) of Multiple Coronary Arteries using Low Osmolar Contrast,ICD10PCS,Procedure,ICD10PCS,RECOMMENDED,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",3042992,Estriol (E3).unconjugated [Multiple of the median] in Amniotic fluid,LOINC,Measurement,Lab Test,RECOMMENDED,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",37159630,cT2 (AJCC),SNOMED,Meas Value,Qualifier Value,RECOMMENDED,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",37165537,"Substance dependence in mother complicating pregnancy, childbirth and/or puerperium",SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",37169603,Zika virus infection during pregnancy,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",4003685,Detached products of conception,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",4102166,Multiparous,SNOMED,Condition,Clinical Finding,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",4124500,Gravid uterus small-for-dates,SNOMED,Condition,Clinical Finding,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",4167261,Bronchoscopy and biopsy of bronchus,SNOMED,Procedure,Procedure,RECOMMENDED,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",4182887,Failed attempted termination of pregnancy with septic embolism,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",4214186,Gestational trophoblastic disease,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",4316372,HELLP syndrome,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",43527974,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when per...",CPT4,Measurement,CPT4,RECOMMENDED,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",45757102,Acquired immune deficiency syndrome complicating childbirth,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Gastrointestinal hemorrhage,CONDITION,"Gastrointestinal hemorrhage is defined as any loss of blood into the lumen of the alimentary tract from the esophagus to the anal verge, detectable either clinically or through objective testing (e.g., endoscopy, imaging, stool or nasogastric aspirate analysis). It encompasses both overt presentationsâ€”such as hematemesis, coffee-ground emesis, melena, or hematocheziaâ€”and occult or obscure bleeding verified by laboratory evidence of iron-deficiency anemia or positive fecal occult blood with an identified luminal source. The term includes acute, subacute, or chronic episodes arising from mucosal lesions, vascular abnormalities, variceal sources, neoplasms, inflammatory conditions, or iatrogenic injuries, and is graded by severity based on hemodynamic status and estimated blood loss. It explicitly excludes bleeding confined to the biliary or pancreatic ducts, retroperitoneal or intraperitoneal hemorrhage without luminal communication, postoperative staple-line leaks outside the gastrointestinal lumen, and isolated hemorrhoidal bleeding unless it contributes to clinically significant blood loss.",45757276,Bacterial vaginosis in pregnancy,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",3007194,Glasgow coma score total,LOINC,Measurement,Clinical Observation,SEED,TRUE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",1175919,Revised Geneva score interpretation,LOINC,Observation,Clinical Observation,SEED,FALSE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",1259898,Alive and without mechanical ventilation [Score] 3 weeks by - Reported,LOINC,Measurement,Clinical Observation,SEED,FALSE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",1616439,Central nervous system [Score] SOFA,LOINC,Measurement,Clinical Observation,SEED,FALSE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",1616852,SOFA Total Score,LOINC,Measurement,Clinical Observation,SEED,FALSE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",3008223,Glasgow coma score motor,LOINC,Measurement,Clinical Observation,SEED,FALSE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",3009094,Glasgow coma score verbal,LOINC,Measurement,Clinical Observation,SEED,FALSE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",3016335,Glasgow coma score eye opening,LOINC,Measurement,Clinical Observation,SEED,FALSE,NA
Glasgow coma score total,MEASUREMENT,"Glasgow Coma Score Total is a standardized quantitative measurement of global consciousness derived by summing the numeric ratings assigned to three independent neurologic response domainsâ€”ocular opening (1â€“4 points), best verbal output (1â€“5 points), and best motor response to stimulus (1â€“6 points)â€”yielding an aggregate score that ranges from 3 (deep coma or brain death) to 15 (fully alert and oriented). The concept strictly encompasses assessments performed in patients aged â‰¥16 years using the original adult scoring rubric at a single point in time, irrespective of etiology, and excludes pediatric modifications, extended motor sub-scales, intubated-patient verbal substitutes, or serial trend analyses. It captures acute or transient alterations in consciousness as well as chronic static levels but does not, by itself, specify the underlying cause, duration, or prognosis of impaired consciousness, nor does it include ancillary neurologic examinations such as pupillary reactivity or brainstem reflexes. Variants influenced by pharmacologic sedation, chemical paralysis, mechanical ventilation, or post-resuscitation hypothermia are excluded unless the score explicitly reflects an unconfounded bedside examination performed with these factors appropriately reversed or accounted for.",3026019,Glasgow coma score eye opening at First encounter,LOINC,Measurement,Clinical Observation,SEED,FALSE,NA
